286%|А52%|9%|ДОЦЕН СИФИЛИС НЕОЗНАЧЕНО  
287%|А53%|0%|ДРУГ И  НЕОЗНАЧЕН СИФИЛИС   
288%|А53%|0%|ЛАТЕНТЕН СИФИЛИС НЕОЗНАЧЕН КАКО РАН ИЛИ ДОЦЕН  
289%|А53%|9%|СИФИЛИС НЕОЗНАЧЕНО  
290%|А54%|0%|ГОНОКОКНА ИНФЕКЦИЈА   
291%|А54%|0%|ГОНОКОК.ИНФ.НА ДОЛ.ГЕНИТОУРИНАР.ТРАКТ БЕЗ АПСЦ.НА ПЕРИУРЕТ.АКЦЕС.ЖЛЕЗДА   
292%|А54%|1%|ГОНОК.ИНФ.НА ДОЛ.ГЕНИТОР.ТРАКТ СО АПЦ.НА ПЕРИУРЕТ.ИЛИ НА АКЦЕС.ЖЛЕЗДА   
293%|А54%|2+%|ГОНОКОКЕН ПЕЛВИПЕРИТОНИТ И ДРУГИ ГОНОКОКНИ ГЕНИТОУРИНАРНИ ИНФЕКЦИИ   
294%|А54%|3%|ГОНОКОКНА ИНФЕКЦИЈА НА ОКО   
295%|А54%|4+%|ГОНОКОКНА ИНФЕКЦИЈА НА МУСКУЛНОСКЕЛЕТНИОТ СИСТЕМ   
296%|А54%|5%|ГОНОКОКЕН ФАРИНГИТ   
297%|А54%|6%|ГОНОКОКНА ИНФЕКЦИЈА НА АНУСОТ И РЕКТУМОТ   
298%|А54%|8%|ДРУГИ ГОНОКОКНИ ИНФЕКЦИИ   
299%|А54%|9%|ГОНОКОКНА ИНФЕКЦИЈА НЕОЗНАЧЕНО  
300%|А55%|0%|ХЛАМИДСКИ ЛИМФОГРАНУЛОМ (ВЕНЕРИЧЕН)   
301%|А56%|0%|ДРУГИ ПО СЕКСУАЛЕН ПАТ ПРЕНЕСЕНИ ХЛАМИДИСКИ БОЛЕСТИ   
302%|А56%|0%|ХЛАМИДИСКА ИНФЕКЦИЈА НА ДОЛНИОТ ГЕНИТОУРИНАРЕН ТРАКТ   
303%|А56%|1*%|ХЛАМИДИСКА ИНФЕКЦИЈА НА ПЕЛВИПЕРИТОНЕУМОТ И НА ДРУГИ ГЕНИТОУРИН.ОРГАНИ   
304%|А56%|2%|ХЛАМИДИСКА ИНФЕКЦИЈА НА ГЕНИТОУРИНАРНИОТ ТРАКТ НЕОЗНАЧЕНО  
305%|А56%|3%|ХЛАМИДИСКА ИНФЕКЦИЈА НА АНУСОТ И РЕКТУМОТ   
306%|А56%|4%|ХЛАМИДИСКА ИНФЕКЦИЈА НА ФАРИНКСОТ   
307%|А56%|8%|ПО СЕКСУАЛЕН ПАТ ПРЕНЕСЕНА ХЛАМИДИСКА ИНФЕКЦИЈА НА ДРУГИ ЛОКАЛИЗАЦИИ   
308%|А57%|0%|ШАНКРОИД   
309%|А58%|0%|ИНГВИНАЛЕН ГРАНУЛОМ   
310%|А59%|0%|ТРИХОМОНИЈАЗА   
311%|А59%|0%|УРОГЕНИТАЛНА ТРИХОМОНИЈАЗА   
312%|А59%|8%|ТРИХОМОНИЈАЗА НА ДРУГИ ЛОКАЛИЗАЦИИ   
313%|А59%|9%|ТРИХОМОНИЈАЗА НЕОЗНАЧЕНО  
314%|А60%|0%|АНОГЕНИТАЛНА ХЕРПЕСВИРУСНА (HERPES SIMPLEX) ИНФЕКЦИЈА   
315%|А60%|0%|ХЕРПЕСВИРУСНА ИНФЕКЦИЈА НА ГЕНИТАЛНИОТ И УРОГЕНИТАЛНИОТ ТРАКТ   
316%|А60%|1%|ХЕРПЕСВИРУСНА ИНФЕКЦИЈА НА ПЕРИАНАЛНАТА КОЖА И НА РЕКТУМОТ   
317%|А60%|9%|АНОГЕНИТАЛНА ХЕРПЕСВИРУСНА ИНФЕКЦИЈА НЕОЗНАЧЕНО  
318%|А63%|0%|ДРУГИ ГЛАВНО ПО СЕКС.ПАТ ПРЕНЕСЕНИ БОЛЕСТИ НЕКЛАСИФИЦИРАНИ НА ДР.МЕСТО  
319%|А63%|0%|АНОГЕНИТАЛНИ (ВЕНЕРИЧНИ) ВЕРУКИ   
320%|А63%|8%|ДРУГИ ОЗНАЧЕНИ ГЛАВНО ПО СЕКСУАЛЕН ПАТ ПРЕНЕСЕНИ БОЛЕСТИ   
321%|А64%|0%|НЕОЗНАЧЕНА ПО СЕКСУАЛЕН ПАТ ПРЕНЕСЕНА БОЛЕСТ   
322%|А65%|0%|НЕВЕНЕРИЧЕН СИФИЛИС   
323%|А66%|0%|ФРАМБЕЗИЈА   
324%|А66%|0%|ПОЧЕТНИ ЛЕЗИИ КАЈ ФРАМБЕЗИЈА   
325%|А66%|1%|МУЛТИПЛИ ПАПИЛОМИ И ЊЕТ ЦРАБ ФРАМБЕЗИЈА   
326%|А66%|2%|ДРУГИ РАНИ КУТАНИ ЛЕЗИИ КАЈ ФРАМБЕЗИЈА   
327%|А66%|3%|ХИПЕРКЕРАТОЗА КАЈ ФРАМБЕЗИЈА   
328%|А66%|4%|ГУМИ И УЛКУСИ КАЈ ФРАМБЕЗИЈА   
329%|А66%|5%|ГАНГОЗА   
330%|А66%|6%|КОСКЕНИ И ЗГЛОБНИ ЛЕЗИИ КАЈ ФРАМБЕЗИЈА   
331%|А66%|7%|ДРУГИ МАНИФЕСТАЦИИ КАЈ ФРАМБЕЗИЈА   
332%|А66%|8%|ЛАТЕНТНА ФРАМБЕЗИЈА   
333%|А66%|9%|ФРАМБЕЗИЈА НЕОЗНАЧЕНО  
334%|А67%|0%|ПИНТА ( CARATE)   
335%|А67%|0%|ПРИМАРНИ ЛЕЗИИ КАЈ ПИНТА   
336%|А67%|1%|ИНТЕРМЕДИЕРНИ ЛЕЗИИ КАЈ ПИНТА   
337%|А67%|2%|ДОЦНИ ЛЕЗИИ КАЈ ПИНТА   
338%|А67%|3%|МЕШАНИ ЛЕЗИИ КАЈ ПИНТА   
339%|А67%|9%|ПИНТА НЕОЗНАЧЕНО  
340%|А68%|0%|ПОВРАТНИ ТРЕСКИ   
341%|А68%|0%|ПОВРАТНА ТРЕСКА ПРЕНЕСЕНА СО ВОШКА   
342%|А68%|1%|ПОВРАТНА ТРЕСКА ПРЕНЕСЕНА СО КРЛЕЖ   
343%|А68%|9%|ПОВРАТНА ТРЕСКА НЕОЗНАЧЕНО  
344%|А69%|0%|ДРУГИ СПИРОХЕТНИ ИНФЕКЦИИ   
345%|А69%|0%|НЕКРОТИЗИРАЧКИ УЛЦЕРАТИВЕН СТОМАТИТ   
346%|А69%|1%|ДРУГИ VINCENT-ОВИ ИНФЕКЦИИ   
347%|А69%|2%|LYME БОЛЕСТ   
348%|А69%|8%|ДРУГИ ОЗАНЧЕНИ СПИРОХЕТНИ ИНФЕКЦИИ   
349%|А69%|9%|СПИРОХЕТНА ИНФЕКЦИЈА НЕОЗНАЧЕНО  
350%|А70%|0%|ИНФЕКЦИЈА ПРЕДИЗВИКАНА СО CHLAMYDIA PSITTACI   
351%|А71%|0%|ТРАХОМ   
352%|А71%|0%|ПОЧЕТЕН СТАДИУМ НА ТРАХОМ   
353%|А71%|1%|АКТИВЕН СТАДИУМ НА ТРАХОМ   
354%|А71%|9%|ТРАХОМ НЕОЗНАЧЕНО  
355%|А74%|0%|ДРУГИ БОЛЕСТИ ПРЕДИЗВИКАНИ СО ХЛАМИДИИ   
356%|А74%|0+%|ХЛАМИДИСКИ КОЊУНКТИВИТ(H13.1*)   
357%|А74%|8%|ДРУГИ ХЛАМИДИСКИ БОЛЕСТИ   
358%|А74%|9%|ХЛАМИДИСКА ИНФЕКЦИЈА НЕОЗНАЧЕНО  
359%|А75%|0%|ТИФУСНА ТРЕСКА   
360%|А75%|0%|ЕПИДЕМИС.СО ВОШКА ПРЕНЕС.ТИФУСНА ТРЕС.ПРЕДИЗ.СО RICKETTSIA PROWAZEKII   
361%|А75%|1%|РЕКРУДЕСЦЕНТЕН ТИФУС(BRILL-ОВА БОЛЕСТ)   
362%|А75%|2%|ТИФУСНА ТРЕСКА ПРЕДИЗВИКАНА  СО RICKETTSIA TYPHI   
363%|А75%|3%|ТИФУСНА ТРЕСКА ПРЕДИЗВИКАНА СО RICKETTSIA TSUTSUGAMUSHI   
364%|А75%|9%|ТИФУСНА ТРЕСКА НЕОЗАНЧЕНО  
365%|А77%|0%|ПЕГАВ ТИФУС (СО КРЛЕЖ ПРЕНЕСЕНИ РИКЕЦИОЗИ)   
366%|А77%|0%|ПЕГАВ ТИФУС ПРЕДИЗВИКАН СО RICKETTSIA RICKETTSII   
367%|А77%|1%|ПЕГАВ ТИФУС ПРЕДИЗВИКАН СО RICKETTSIA CONORII   
368%|А77%|2%|ПЕГАВ ТИФУС ПРЕДИЗВИКАН СО RICKETTSIA SIBERICA   
369%|А77%|3%|ПЕГАВ ТИФУС ПРЕДИЗВИКАН СО RICKETTSIA AUSTRALIS   
370%|А77%|8%|ДРУГИ ПЕГАВИ ТИФУСИ   
371%|А77%|9%|ПЕГАВ ТИФУС НЕОЗНАЧЕНО  
372%|А78%|0%|Q ТРЕСКА   
373%|А79%|0%|ДРУГИ РИКЕЦИОЗИ   
374%|А79%|0%|РОВОВСКА ТРЕСКА   
375%|А79%|1%|РИКЕЦИСКА СИПАНИЦА ПРЕДИЗВИКАНА СО РИЦКЕТТСИА АКАРИ   
376%|А79%|8%|ДРУГИ ОЗНАЧЕНИ РИКЕЦИОЗИ   
377%|А79%|9%|РИКЕЦИОЗА НЕОЗНАЧЕНО  
378%|А80%|0%|АКУТЕН ПОЛИОМИЕЛИТ   
379%|А80%|0%|АКУТЕН ПАРАЛИТЕЧЕН ПОЛИОМИЕЛИТ ПОВРЗАН СО ВАКЦИНА  
380%|А80%|1%|АКУТЕН ПАРАЛИТИЧЕН ПОЛИОМИЕЛИТ ДИВ ВИРУС ИМПОРТИРАН 
381%|А80%|2%|АКУТЕН ПАРАЛИТИЧЕН ПОЛИОМИЕЛИТ ДИВ ВИРУС ДОМАШЕН 
382%|А80%|3%|АКУТЕН ПАРАЛИТИЧЕН ПОЛИОМИЕЛИТ ДРУГ И НЕОЗАНЧЕН  
383%|А80%|4%|АКУТЕН НЕПАРАЛИТИЧЕН ПОЛИОМИЕЛИТ   
384%|А80%|9%|АКУТЕН ПОЛИОМИЕЛИТ НЕОЗНАЧЕНО  
385%|А81%|0%|БАВНИ ВИРУСНИ ИНФЕКЦИИ НА ЦЕНТРАЛНИОТ НЕРВЕН СИСТЕМ   
386%|А81%|0%|CREUTZFELDT-JAKOB-ОВА БОЛЕСТ   
387%|А81%|1%|СУБАКУТЕН СКЛЕРОЗИРАЧИ ПАНЕНЦЕФАЛИТ   
388%|А81%|2%|ПРОГРЕСИВНА МУЛТИФОКАЛНА ЛЕУКОЕНЦЕФАЛОПАТИЈА   
389%|А81%|8%|ДРУГИ БАВНИ ВИРУСНИ ИНФЕКЦИИ НА ЦЕНТРАЛНИОТ НЕРВЕН СИСТЕМ   
390%|А81%|9%|БАВНИ ВИРУСНИ ИНФЕКЦИИ НА ЦЕНТРАЛНИОТ НЕРВЕН СИСТЕМ НЕОЗНАЧЕНО  
391%|А82%|0%|БЕСНИЛО   
392%|А82%|0%|ШУМСКО БЕСНИЛО   
393%|А82%|1%|УРБАНО БЕСНИЛО   
394%|А82%|9%|БЕСНИЛО НЕОЗНАЧЕНО  
395%|А83%|0%|СО КОМАРЕЦ ПРЕНЕСЕН ВИРУСЕН ЕНЦЕФАЛИТ   
396%|А83%|0%|ЈАПОНСКИ ЕНЦЕФАЛИТ   
397%|А83%|1%|ЗАПАДЕН КОЊСКИ ЕНЦЕФАЛИТ   
398%|А83%|2%|ИСТОЧЕН КОЊСКИ ЕНЦЕФАЛИТ   
399%|А83%|3%|ST LOUIS ЕНЦЕФАЛИТ   
400%|А83%|4%|АВСТРАЛИСКИ ЕНЦЕФАЛИТ   
401%|А83%|5%|КАЛИФОРНИСКИ ЕНЦЕФАЛИТ   
402%|А83%|6%|ROCIO ВИРУСНА БОЛЕСТ   
403%|А83%|8%|ДРУГ СО КОМАРЕЦ ПРЕНЕСЕН ЕНЦЕФАЛИТ   
404%|А83%|9%|СО КОМАРЕЦ ПРЕНЕСЕН ВИРУСЕН ЕНЦЕФАЛИТ НЕОЗНАЧЕНО  
405%|А84%|0%|СО КРЛЕЖ ПРЕНЕСЕН ВИРУСЕН ЕНЦЕФАЛИТ   
406%|А84%|0%|ДАЛЕКУИСТОЧЕН СО КРЛЕЖ ПРЕНЕСЕН ЕНЦЕФАЛИТ (РУСКИ ПРОЛЕТНО-ЛЕТЕН ЕНЦЕФАЛИТ)   
407%|А84%|1%|ЦЕНТРАЛНОЕВЕРОПСКИ СО КРЛЕЖ ПРЕНЕСЕН ЕНЦЕФАЛИТ   
408%|А84%|8%|ДРУГ СО КРЛЕЖ ПРЕНЕСЕН ВИРУСЕН ЕНЦЕФАЛИТ   
409%|А84%|9%|СО КРЛЕЖ ПРЕНЕСЕН ЕНЦЕФАЛИТ НЕОЗНАЧЕНО  
410%|А85%|0%|ДРУГ ВИРУСЕН ЕНЦЕФАЛИТ НЕКЛАСИФИЦИНИРАН НА ДРУГО МЕСТО  
411%|А85%|0+%|ЕНТЕРОВИРУСЕН ЕНЦЕФАЛИТ (G05.1*)   
412%|А85%|1+%|АДЕНОВИРУСЕН ЕНЦЕФАЛИТ(G05.1*)   
413%|А85%|2%|СО АРТРОПОД ПРЕНЕСЕН ВИРУСЕН ЕНЦЕФАЛИТ НЕОЗНАЧЕНО  
414%|А85%|8%|ДРУГ ОЗНАЧЕН ВИРУСЕН ЕНЦЕФАЛИТ   
415%|А86%|0%|НЕОЗНАЧЕН ВИРУСЕН ЕНЦЕФАЛИТ   
416%|А87%|0%|ВИРУСЕН МЕНИНГИТ   
417%|А87%|0+%|ЕНТЕРОВИРУСЕН МЕНИНГИТ(G02.О*)   
418%|А87%|1+%|АДЕНОВИРУСЕН МЕНИНГИТ (G02.0*)   
419%|А87%|2%|ЛИМФОЦИТАРЕН ХОРИОМЕНИНГИТ   
420%|А87%|8%|ДРУГ ВИРУСЕН МЕНИНГИТ   
421%|А87%|9%|ВИРУСЕН МЕНИНГИТ НЕОЗНАЧЕНО  
422%|А88%|0%|ДРУГИ ВИРУСНИ ИНФЕКЦИИ НА ЦЕНТР.НЕРВЕН СИСТЕМ НЕКАЛСИФИЦ.НА ДР.МЕСТО   
423%|А88%|0%|ЕНТЕРОВИРУСНА ЕГЗАНТЕМАТОЗНА ТРЕСКА (BOSTON EXANTHEM)   
424%|А88%|1%|ЕПИДЕМИСКИ ВЕРТИГО   
425%|А88%|8%|ДРУГИ ОЗАНЧЕНИ ВИРУСНИ ИНФЕКЦИИ НА ЦЕНТРАЛНИОТ НЕРВЕН СИСТЕМ   
426%|А89%|0%|НЕОЗНАЧЕНА ВИРУСНА ИНФЕКЦИЈА НА ЦЕНТРАЛНИОТ НЕРВЕН СИСТЕМ   
427%|А90%|0%|ДЕНГА ТРЕСКА (КЛАСИЧНА ДЕНГА)   
428%|А91%|0%|ДЕНГА ХЕМОРАГИЧНА ТРЕСКА   
429%|А92%|0%|ДРУГИ СО КОМАРЦИ ПРЕНЕСЕНИ ВИРУСНИ ТРЕСКИ   
430%|А92%|0%|CHIKUNGUNYA ВИРУСНА БОЛЕСТ   
431%|А92%|1%|ONYONG-NYONG ТРЕСКА   
432%|А92%|2%|ВЕНЕЦУЕЛСКА КОЊСКА ТРЕСКА   
433%|А92%|3%|ЗАПАДНОНИЛСКА ТРЕСКА   
434%|А92%|4%|RIFT VALLEY ТРЕСКА   
435%|А92%|8%|ДРУГИ ОЗНАЧЕНИ СО КОМАРЦИ ПРЕНЕСЕНИ ВИРУСНИ ТРЕСКИ   
436%|А92%|9%|ВИРУСНА ТРЕСКА ПРЕНЕСЕНА СО КОМАРЦИ НЕОЗНАЧЕНО  
437%|А93%|0%|ДРУГИ СО АРТРОПОД ПРЕНЕСЕНИ ВИРУСНИ ТРЕСКИ НЕКЛАСИФИЦИР НА ДР. МЕСТО   
438%|А93%|0%|OROPOUCHE ВИРУСНА БОЛЕСТ   
439%|А93%|1%|SANDFLY ТРЕСКА   
440%|А93%|2%|КОЛОРАДО КРЛЕЖНА ТРЕСКА   
441%|А93%|8%|ДРУГИ ОЗНАЧЕНИ СО АРТРОПОД ПРЕНЕСЕНИ ВИРУСНИ ТРЕСКИ   
442%|А94%|0%|НЕОЗНАЧЕНА СО АРТРОПОД ПРЕНЕСЕНА ВИРУСНА ТРЕСКА   
443%|А95%|0%|ЖОЛТА ТРЕСКА   
444%|А95%|0%|ШУМСКА ЖОЛТА ТРЕСКА   
445%|А95%|1%|УРБАНА ЖОЛТА ТРЕСКА   
446%|А95%|9%|ЖОЛТА ТРЕСКА НЕОЗНАЧЕНО  
447%|А96%|0%|АРЕНАВИРУСНА ХЕМОРАГИЧНА ТРЕСКА   
448%|А96%|0%|JUNIN ХЕМОРАГИЧНА ТРЕСКА   
449%|А96%|1%|MACHUPO ХЕМОРАГИЧНА ТРЕСКА   
450%|А96%|2%|LASSA ТРЕСКА   
451%|А96%|8%|ДРУГИ АРЕНАВИРУСНИ ХЕМОРАГИЧНИ ТРЕСКИ   
452%|А96%|9%|АРЕНАВИРУСНА ХЕМОРАГИЧНА ТРЕСКА НЕОЗНАЧЕНО  
453%|А98%|0%|ДРУГИ ВИРУСНИ ХЕМОРАГИЧНИ ТРЕСКИ НЕКЛАСИФИЦИРАНИ НА ДРУГО МЕСТО  
454%|А98%|0%|КОНГО-КРИМСКА ХЕМОРАГИЧНА ТРЕСКА   
455%|А98%|1%|ОМСКА ХЕМОРАГИЧНА ТРЕСКА   
456%|А98%|2%|KYASANUR ШУМСКА БОЛЕСТ   
457%|А98%|3%|MARBURG ВИРУСНА БОЛЕСТ   
458%|А98%|4%|EBOLA ВИРУСНА БОЛЕСТ   
459%|А98%|5%|ХЕМОРАГИЧНА ТРЕСКА СО РЕНАЛЕН СИНДРОМ   
460%|А98%|8%|ДРУГИ ОЗНАЧЕНИ ВИРУСНИ ХЕМОРАГИЧНИ ТРЕСКИ   
461%|А99%|0%|НЕОЗНАЧЕНА ВИРУСНА ХЕМОРАГИЧНА ТРЕСКА   
462%|B00%|0%|ХЕРПЕСВИРУСНИ (HERPES SIMPLEX) ИНФЕКЦИИ   
463%|B00%|0%|ХЕРПЕТИЧЕН ЕГЗЕМ   
464%|B00%|1%|ХЕРПЕСВИРУСЕН ВЕЗИКУЛАРЕН ДЕРМАТИТ   
465%|B00%|2%|ХЕРПЕСВИРУСЕН ГИНГИВОСТОМАТИТ ФАРИНГОТОНЗИЛИТ   
466%|B00%|3+%|ХЕРПЕСВИРУСЕН МЕНИНГИТ (G02.О*)   
467%|B00%|4+%|ХЕРПЕСВИРУСЕН ЕНЦЕФАЛИТ(G05.1*)   
468%|B00%|5+%|ХЕРПЕСВИРУСНА ОКУЛАРНА БОЛЕСТ   
469%|B00%|7%|ДИСЕМИНИРАНА ХЕРПЕСВИРУСНА БОЛЕСТ   
470%|B00%|8%|ДРУГИ ФОРМИ НА ХЕРПЕСВИРУСНА ИНФЕКЦИЈА   
471%|B00%|9%|ХЕРПЕСВИРУСНА  ИНФЕКЦИЈА НЕОЗАНЧЕНО  
472%|B01%|0%|ВАРИЧЕЛА   
473%|B01%|0+%|ВАРИЧЕЛА МЕНИНГИТ (G02.0*)   
474%|B01%|1+%|ВАРИЧЕЛА ЕНЦЕФАЛИТ(G05.1*)   
475%|B01%|2+%|ВАРИЧЕЛА ПНЕВМОНИЈА (Ј17.1*)   
476%|B01%|8%|ВАРИЧЕЛА СО ДРУГИ КОМПЛИКАЦИИ   
477%|B01%|9%|ВАИРЧЕЛА БЕЗ КОМПЛИКАЦИЈА   
478%|B02%|0%|ЗОСТЕР (ХЕРПЕС ЗОСТЕР)   
479%|B02%|0+%|ЗОСТЕР ЕНЦЕФАЛИТ(G05.1*)   
480%|B02%|1+%|ЗОСТЕР МЕНИНГИТ(G02.0*)   
481%|B02%|2+%|ЗОСТЕР СО ЗАФАТЕНОСТ НА ОСТАНАТИОТ НЕРВЕН СИСТЕМ   
482%|B02%|3+%|ЗОСТЕР ОКУЛАРНА БОЛЕСТ   
483%|B02%|7%|ДИСЕМИНИРАН ЗОСТЕР   
484%|Б02%|8%|ЗОСТЕР СО ДРУГИ КОМПЛИКАЦИИ   
485%|B02%|9%|ЗОСТЕР БЕЗ КОМПЛИКАЦИЈА   
486%|B03%|0%|ВАРИОЛА   
487%|B04%|0%|MONKEYPOX   
488%|B05%|0%|МОРБИЛИ   
489%|B05%|0+%|МОРБИЛИ КОМПЛИЦИРАНИ СО ЕНЦЕФАЛИТ (G05.1*)   
490%|B05%|1+%|МОРБИЛИ КОМПЛИЦИРАНИ СО МЕНИНГИТ(G02.О*)   
491%|B05%|2+%|МОРБИЛИ КОМПЛИЦИРАНИ СО ПНЕВМОНИЈА (Ј17.1*)   
492%|B05%|3+%|МОРБИЛИ КОМПЛИЦИРАНИ СО ОТИТИС МЕДИЈА (H67.1*)   
493%|B05%|4%|МОРБИЛИ СО ЦРЕВНИ КОМПЛИКАЦИИ   
494%|B05%|8%|МОРБИЛИ СО ДРУГИ КОМПЛИКАЦИИ   
495%|B05%|9%|МОРБИЛИ БЕЗ КОМПЛИКАЦИЈА   
496%|B06%|0%|РУБЕОЛА   
497%|B06%|0+%|РУБЕОЛА СО НЕВРОЛОШКИ КОМПЛИКАЦИИ   
498%|B06%|8%|РУБЕОЛА СО ДРУГИ КОМПЛИКАЦИИ   
499%|B06%|9%|РУБЕОЛА БЕЗ КОМПЛИКАЦИЈА   
500%|B07%|0%|ВИРУСНИ ВЕРУКИ   
501%|B08%|0%|ДР.ВИР.ИНФ.СО ЛЕЗИИ НА КОЖАТА И НА МУКОЗНАТА МЕМБРАНА НЕ КЛАС.НА ДР.МЕСТО  
502%|B08%|0%|ДРУГИ ОРТО-СИПАНИЧИ ВИРУСНИ ИНФЕКЦИИ   
503%|B08%|1%|МОЛУСКУМ КОНТАГИОЗУМ   
504%|B08%|2%|ЕГЗАНТЕМА СУБИТУМ (ШЕСТА БОЛЕСТ)   
505%|B08%|3%|ЕРИТЕМА ИНФЕКЦИОЗУМ (ПЕТТА БОЛЕСТ)   
506%|B08%|4%|ЕНТЕРОВИРУСЕН ВЕЗИКУЛАРЕН СТОМАТИТ СО ЕГЗАНТЕМ   
507%|B08%|5%|ЕНТЕРОВИРУСЕН ВЕЗИКУЛАРЕН ФАРИНГИТ   
508%|B08%|8%|ДР.ОЗНАЧ.ВИРУСНИ ИНФЕКЦИИ ШТО СЕ КАРАКТЕР.СО ЛЕЗ.НА КОЖ.И МУКОЗ.МЕМБРАНА   
509%|B09%|0%|НЕОЗНАЧЕНА ВИР.ИНФЕК.СО ЛЕЗИИ НА КОЖАТА И НА МУКОЗНАТА МЕМБРАНА   
510%|B15%|0%|АКУТЕН ХЕПАТИТ А   
511%|B15%|0%|ХЕПАТИТ А СО ХЕПАТИЧНА КОМА   
512%|B15%|9%|ХЕПАТИТ А БЕЗ ХЕПАТИЧНА КОМА   
513%|B16%|0%|АКУТЕН ХЕПАТИТ B   
514%|B16%|0%|АКУТЕН ХЕПАТИТ B СО ДЕЛТА-АГЕНС(КОИНФЕКЦИЈА)СО ХЕПАТИЧНА КОМА   
515%|B16%|1%|АКУТЕН ХЕПАТИТ B СО ДЕЛТА-АГЕНС(КОИНФЕКЦИЈА) БЕЗ ХЕПАТИЧНА КОМА   
516%|B16%|2%|АКУТЕН ХЕПАТИТ B БЕЗ ДЕЛТА-АГЕНС СО ХЕПАТИЧНА КОМА   
517%|B16%|9%|АКУТЕН ХЕПАТИТ B БЕЗ ДЕЛТА-АГЕНС И БЕЗ ХЕПАТИЧНА КОМА   
518%|B17%|0%|ДРУГ АКУТЕН ВИРУСЕН ХЕПАТИТ   
519%|B17%|0%|АКУТНА ДЕЛТА-(СУПЕР)ИНФЕКЦИЈА КАЈ ХЕПАТИТ B НОСИТЕЛ   
520%|B17%|1%|АКУТЕН ХЕПАТИ C   
521%|B17%|2%|АКУТЕН ХЕПАТИТ Е   
522%|B17%|8%|ДРУГ ОЗНАЧЕН АКУТЕН ВИРУСЕН ХЕПАТИТ   
523%|B18%|0%|ХРОНИЧЕН ВИРУСЕН ХЕПАТИТ   
524%|B18%|0%|ХРОНИЧЕН ВИРУСЕН ХЕПАТИТ B СО ДЕЛТА-АГЕНС   
525%|B18%|1%|ХРОНИЧЕН ВИРУСЕН ХЕПАТИТ B БЕЗ ДЕЛТА-АГЕНС   
526%|B18%|2%|ХРОНИЧЕН ВИРУСЕН ХЕПАТИТ C   
527%|B18%|8%|ДРУГ ХРОНИЧЕН ВИРУСЕН ХЕПАТИТ   
528%|B18%|9%|ХРОНИЧЕН ВИРУСЕН ХЕПАТИТ НЕОЗНАЧЕНО  
529%|B19%|0%|НЕОЗНАЧЕН ВИРУСЕН ХЕПАТИТ   
530%|B19%|0%|НЕОЗНАЧЕН ВИРУСЕН ХЕПАТИТ СО КОМА   
531%|B19%|9%|НЕОЗНАЧЕН ВИРУСЕН ХЕПАТИТ БЕЗ КОМА   
532%|B20%|0%|БОЛ.ОД ВИР.НА ХУМАНА ИМУНОДЕФИЦИЕНЦИЈА (HIV) ШТО РЕЗУЛТИРА .СО ИНФ.И ПАРАЗИТСКИ БОЛЕСТИ   
533%|B20%|0%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО МИКОБАКТЕРИСКА ИНФЕКЦИЈА   
534%|B20%|1%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ДРУГИ БАКТЕРИСКИ ИНФЕКЦИИ   
535%|B20%|2%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ЦИТОМЕГАЛОВИРУСНА БОЛЕСТ   
536%|B20%|3%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ДРУГИ ВИРУСНИ ИНФЕКЦИИ   
537%|B20%|4%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО КАНДИДИЈАЗА   
538%|B20%|5%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ДРУГИ МИКОЗИ   
539%|B20%|6%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ПНЕВМОНИЈА  ПРЕДИЗВИК.СО PNEUMOCYSTIS CARINII   
540%|B20%|7%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО МУЛТИПЛИ ИНФЕКЦИИ   
541%|B20%|8%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ДРУГИ ИНФЕКТИВНИ И ПАРАЗИТСКИ БОЛЕСТИ   
542%|B20%|9%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО НЕОЗАНЧЕНА ИНФЕКТИВНА  ИЛИ ПАРАЗИТ.БОЛ.   
543%|B21%|0%|БОЛ.ОД ВИР.НА ХУМАНА ИМУНОДЕФИЦИЕНЦИЈА (HIV) ШТО РЕЗ.СО МАЛИГНИ НЕОПЛАЗМИ   
544%|B21%|0%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО KAPOSI-ЕВ САРКОМ   
545%|B21%|1%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО BURKITT-ОВ ЛИМФОМ   
546%|B21%|2%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО ДРУГИ ТИПОВИ НА НЕ-HODGKIN-ОВ ЛИМФОМ   
547%|B21%|3%|HIV БОЛ.ШТО РЕЗУЛТ.СО ДР.МАЛИГ.НЕОПЛ.НА ЛИМФ.ХЕМАТОПОЕТС.И СРОД.ТКИВО   
548%|B21%|7%|HIV БОЛЕСТ ШТО РЕЗУЛТИРА СО МУЛТИПЛИ МАЛИГНИ НЕОПЛАЗМИ   
